case_id,pkt_id,case_name,start_slot,src_rid,dst_rid,msg_class,class_name,vc_id,pkt_len,body_cnt,timeout_cycles,flits
1217,729,CASE-C,0,6,7,0,REQ,1,7,5,300,12021C00 12025C20 12025C40 12025C60 12025C80 12025CA0 12029CC0
1218,730,CASE-C,0,8,3,0,REQ,0,3,1,300,01220C00 01224C20 01228C40
1219,731,CASE-C,0,3,4,0,REQ,1,3,1,300,11010C00 11014C20 11018C40
1220,732,CASE-C,0,7,0,0,REQ,1,7,5,300,00121C00 00125C20 00125C40 00125C60 00125C80 00125CA0 00129CC0
1221,733,CASE-C,0,4,0,1,RESP,2,4,2,300,00111001 00115021 00115041 00119061
1222,734,CASE-C,0,5,4,0,REQ,0,3,1,300,11210C00 11214C20 11218C40
1223,735,CASE-C,0,8,5,0,REQ,1,3,1,300,21220C00 21224C20 21228C40
1224,736,CASE-C,0,0,2,1,RESP,3,6,4,300,20001801 20005821 20005841 20005861 20005881 200098A1
1225,737,CASE-C,0,2,0,0,REQ,1,6,4,300,00201800 00205820 00205840 00205860 00205880 002098A0
1226,738,CASE-C,0,6,0,0,REQ,1,3,1,300,00020C00 00024C20 00028C40
1227,739,CASE-C,0,1,4,1,RESP,2,6,4,300,11101801 11105821 11105841 11105861 11105881 111098A1
1228,740,CASE-C,0,1,2,0,REQ,0,5,3,300,20101400 20105420 20105440 20105460 20109480
1229,741,CASE-C,0,3,2,1,RESP,2,7,5,300,20011C01 20015C21 20015C41 20015C61 20015C81 20015CA1 20019CC1
1230,742,CASE-C,0,4,7,1,RESP,2,7,5,300,12111C01 12115C21 12115C41 12115C61 12115C81 12115CA1 12119CC1
1231,743,CASE-C,0,4,0,0,REQ,1,2,0,300,00110800 00118820
1232,744,CASE-C,0,2,6,1,RESP,2,3,1,300,02200C01 02204C21 02208C41
1233,745,CASE-C,0,3,1,1,RESP,2,6,4,300,10011801 10015821 10015841 10015861 10015881 100198A1
1234,746,CASE-C,0,3,2,1,RESP,3,5,3,300,20011401 20015421 20015441 20015461 20019481
1235,747,CASE-C,0,2,7,0,REQ,1,5,3,300,12201400 12205420 12205440 12205460 12209480
1236,748,CASE-C,0,3,8,0,REQ,0,5,3,300,22011400 22015420 22015440 22015460 22019480
1237,749,CASE-C,0,1,3,0,REQ,0,2,0,300,01100800 01108820
1238,750,CASE-C,0,3,7,1,RESP,3,7,5,300,12011C01 12015C21 12015C41 12015C61 12015C81 12015CA1 12019CC1
1239,751,CASE-C,0,8,3,1,RESP,2,7,5,300,01221C01 01225C21 01225C41 01225C61 01225C81 01225CA1 01229CC1
1240,752,CASE-C,0,2,1,0,REQ,1,4,2,300,10201000 10205020 10205040 10209060
1241,753,CASE-C,0,7,6,1,RESP,2,6,4,300,02121801 02125821 02125841 02125861 02125881 021298A1
1242,754,CASE-C,0,3,5,1,RESP,2,7,5,300,21011C01 21015C21 21015C41 21015C61 21015C81 21015CA1 21019CC1
1243,755,CASE-C,0,2,1,0,REQ,0,3,1,300,10200C00 10204C20 10208C40
1244,756,CASE-C,0,4,6,0,REQ,0,4,2,300,02111000 02115020 02115040 02119060
1245,757,CASE-C,0,4,1,0,REQ,0,4,2,300,10111000 10115020 10115040 10119060
1246,758,CASE-C,0,8,2,1,RESP,3,6,4,300,20221801 20225821 20225841 20225861 20225881 202298A1
1247,759,CASE-C,0,8,0,0,REQ,0,4,2,300,00221000 00225020 00225040 00229060
1248,760,CASE-C,0,1,5,1,RESP,3,7,5,300,21101C01 21105C21 21105C41 21105C61 21105C81 21105CA1 21109CC1
1249,761,CASE-C,0,7,8,0,REQ,1,7,5,300,22121C00 22125C20 22125C40 22125C60 22125C80 22125CA0 22129CC0
1250,762,CASE-C,0,5,7,0,REQ,1,7,5,300,12211C00 12215C20 12215C40 12215C60 12215C80 12215CA0 12219CC0
1251,763,CASE-C,0,8,3,0,REQ,1,7,5,300,01221C00 01225C20 01225C40 01225C60 01225C80 01225CA0 01229CC0
1252,764,CASE-C,0,0,7,1,RESP,3,5,3,300,12001401 12005421 12005441 12005461 12009481
1253,765,CASE-C,0,5,2,1,RESP,2,5,3,300,20211401 20215421 20215441 20215461 20219481
1254,766,CASE-C,0,8,3,1,RESP,2,2,0,300,01220801 01228821
1255,767,CASE-C,0,8,5,0,REQ,0,5,3,300,21221400 21225420 21225440 21225460 21229480
1256,768,CASE-C,0,3,0,0,REQ,0,4,2,300,00011000 00015020 00015040 00019060
1257,769,CASE-C,0,6,3,0,REQ,1,3,1,300,01020C00 01024C20 01028C40
1258,770,CASE-C,0,0,2,0,REQ,1,5,3,300,20001400 20005420 20005440 20005460 20009480
1259,771,CASE-C,0,1,3,1,RESP,2,3,1,300,01100C01 01104C21 01108C41
1260,772,CASE-C,0,2,8,1,RESP,3,5,3,300,22201401 22205421 22205441 22205461 22209481
1261,773,CASE-C,0,7,0,1,RESP,2,2,0,300,00120801 00128821
1262,774,CASE-C,0,6,0,1,RESP,2,7,5,300,00021C01 00025C21 00025C41 00025C61 00025C81 00025CA1 00029CC1
1263,775,CASE-C,0,0,4,1,RESP,3,6,4,300,11001801 11005821 11005841 11005861 11005881 110098A1
1264,776,CASE-C,0,7,4,0,REQ,0,6,4,300,11121800 11125820 11125840 11125860 11125880 111298A0
1265,777,CASE-C,0,2,0,0,REQ,0,6,4,300,00201800 00205820 00205840 00205860 00205880 002098A0
1266,778,CASE-C,0,5,8,1,RESP,3,5,3,300,22211401 22215421 22215441 22215461 22219481
1267,779,CASE-C,0,6,3,1,RESP,3,3,1,300,01020C01 01024C21 01028C41
1268,780,CASE-C,0,3,5,0,REQ,1,5,3,300,21011400 21015420 21015440 21015460 21019480
1269,781,CASE-C,0,3,7,1,RESP,2,4,2,300,12011001 12015021 12015041 12019061
1270,782,CASE-C,0,0,2,0,REQ,1,4,2,300,20001000 20005020 20005040 20009060
1271,783,CASE-C,0,0,5,1,RESP,2,5,3,300,21001401 21005421 21005441 21005461 21009481
1272,784,CASE-C,0,1,7,0,REQ,1,7,5,300,12101C00 12105C20 12105C40 12105C60 12105C80 12105CA0 12109CC0
1273,785,CASE-C,0,1,4,0,REQ,0,7,5,300,11101C00 11105C20 11105C40 11105C60 11105C80 11105CA0 11109CC0
1274,786,CASE-C,0,2,5,0,REQ,0,5,3,300,21201400 21205420 21205440 21205460 21209480
1275,787,CASE-C,0,7,0,0,REQ,0,5,3,300,00121400 00125420 00125440 00125460 00129480
1276,788,CASE-C,0,8,6,1,RESP,3,4,2,300,02221001 02225021 02225041 02229061
1277,789,CASE-C,0,8,6,1,RESP,3,6,4,300,02221801 02225821 02225841 02225861 02225881 022298A1
1278,790,CASE-C,0,2,3,0,REQ,0,6,4,300,01201800 01205820 01205840 01205860 01205880 012098A0
1279,791,CASE-C,0,1,2,0,REQ,1,2,0,300,20100800 20108820
1280,792,CASE-C,0,4,2,0,REQ,0,7,5,300,20111C00 20115C20 20115C40 20115C60 20115C80 20115CA0 20119CC0
1281,793,CASE-C,0,2,0,1,RESP,3,5,3,300,00201401 00205421 00205441 00205461 00209481
1282,794,CASE-C,0,7,3,0,REQ,0,4,2,300,01121000 01125020 01125040 01129060
1283,795,CASE-C,0,8,6,1,RESP,3,2,0,300,02220801 02228821
1284,796,CASE-C,0,7,8,1,RESP,2,6,4,300,22121801 22125821 22125841 22125861 22125881 221298A1
1285,797,CASE-C,0,3,6,1,RESP,2,7,5,300,02011C01 02015C21 02015C41 02015C61 02015C81 02015CA1 02019CC1
1286,798,CASE-C,0,1,5,1,RESP,2,4,2,300,21101001 21105021 21105041 21109061
1287,799,CASE-C,0,8,0,1,RESP,2,4,2,300,00221001 00225021 00225041 00229061
1288,800,CASE-C,0,4,2,0,REQ,0,3,1,300,20110C00 20114C20 20118C40
1289,801,CASE-C,0,0,7,0,REQ,1,6,4,300,12001800 12005820 12005840 12005860 12005880 120098A0
1290,802,CASE-C,0,5,4,1,RESP,3,4,2,300,11211001 11215021 11215041 11219061
1291,803,CASE-C,0,5,3,1,RESP,2,3,1,300,01210C01 01214C21 01218C41
1292,804,CASE-C,0,7,4,0,REQ,0,4,2,300,11121000 11125020 11125040 11129060
1293,805,CASE-C,0,6,8,0,REQ,0,7,5,300,22021C00 22025C20 22025C40 22025C60 22025C80 22025CA0 22029CC0
1294,806,CASE-C,0,6,1,1,RESP,3,5,3,300,10021401 10025421 10025441 10025461 10029481
1295,807,CASE-C,0,8,4,0,REQ,1,6,4,300,11221800 11225820 11225840 11225860 11225880 112298A0
1296,808,CASE-C,0,6,2,0,REQ,0,2,0,300,20020800 20028820
1297,809,CASE-C,0,2,4,1,RESP,2,6,4,300,11201801 11205821 11205841 11205861 11205881 112098A1
1298,810,CASE-C,0,5,3,0,REQ,0,5,3,300,01211400 01215420 01215440 01215460 01219480
1299,811,CASE-C,0,1,5,1,RESP,2,6,4,300,21101801 21105821 21105841 21105861 21105881 211098A1
1300,812,CASE-C,0,1,8,0,REQ,0,6,4,300,22101800 22105820 22105840 22105860 22105880 221098A0
1301,813,CASE-C,0,2,4,1,RESP,3,7,5,300,11201C01 11205C21 11205C41 11205C61 11205C81 11205CA1 11209CC1
1302,814,CASE-C,0,5,0,0,REQ,1,7,5,300,00211C00 00215C20 00215C40 00215C60 00215C80 00215CA0 00219CC0
1303,815,CASE-C,0,3,0,0,REQ,0,3,1,300,00010C00 00014C20 00018C40
1304,816,CASE-C,0,8,6,0,REQ,1,5,3,300,02221400 02225420 02225440 02225460 02229480
1305,817,CASE-C,0,1,0,1,RESP,2,6,4,300,00101801 00105821 00105841 00105861 00105881 001098A1
1306,818,CASE-C,0,8,1,1,RESP,3,2,0,300,10220801 10228821
1307,819,CASE-C,0,5,2,0,REQ,1,6,4,300,20211800 20215820 20215840 20215860 20215880 202198A0
1308,820,CASE-C,0,8,3,1,RESP,2,3,1,300,01220C01 01224C21 01228C41
1309,821,CASE-C,0,8,2,1,RESP,2,6,4,300,20221801 20225821 20225841 20225861 20225881 202298A1
1310,822,CASE-C,0,3,0,1,RESP,2,2,0,300,00010801 00018821
1311,823,CASE-C,0,0,4,0,REQ,1,2,0,300,11000800 11008820
1312,824,CASE-C,0,1,8,0,REQ,0,6,4,300,22101800 22105820 22105840 22105860 22105880 221098A0
1313,825,CASE-C,0,1,8,0,REQ,0,5,3,300,22101400 22105420 22105440 22105460 22109480
1314,826,CASE-C,0,0,7,0,REQ,0,7,5,300,12001C00 12005C20 12005C40 12005C60 12005C80 12005CA0 12009CC0
1315,827,CASE-C,0,8,2,0,REQ,0,2,0,300,20220800 20228820
1316,828,CASE-C,0,5,1,1,RESP,3,7,5,300,10211C01 10215C21 10215C41 10215C61 10215C81 10215CA1 10219CC1
1317,829,CASE-C,0,8,1,0,REQ,0,2,0,300,10220800 10228820
1318,830,CASE-C,0,0,5,0,REQ,0,2,0,300,21000800 21008820
1319,831,CASE-C,0,5,4,1,RESP,3,7,5,300,11211C01 11215C21 11215C41 11215C61 11215C81 11215CA1 11219CC1
1320,832,CASE-C,0,5,0,1,RESP,2,3,1,300,00210C01 00214C21 00218C41
1321,833,CASE-C,0,7,8,0,REQ,0,7,5,300,22121C00 22125C20 22125C40 22125C60 22125C80 22125CA0 22129CC0
1322,834,CASE-C,0,1,3,1,RESP,2,5,3,300,01101401 01105421 01105441 01105461 01109481
1323,835,CASE-C,0,0,7,0,REQ,1,2,0,300,12000800 12008820
1324,836,CASE-C,0,0,5,0,REQ,1,4,2,300,21001000 21005020 21005040 21009060
1325,837,CASE-C,0,7,0,1,RESP,3,6,4,300,00121801 00125821 00125841 00125861 00125881 001298A1
1326,838,CASE-C,0,1,4,0,REQ,1,3,1,300,11100C00 11104C20 11108C40
1327,839,CASE-C,0,4,5,0,REQ,1,5,3,300,21111400 21115420 21115440 21115460 21119480
1328,840,CASE-C,0,5,6,0,REQ,1,3,1,300,02210C00 02214C20 02218C40
1329,841,CASE-C,0,7,0,1,RESP,2,4,2,300,00121001 00125021 00125041 00129061
1330,842,CASE-C,0,5,7,1,RESP,2,4,2,300,12211001 12215021 12215041 12219061
1331,843,CASE-C,0,2,5,1,RESP,3,3,1,300,21200C01 21204C21 21208C41
1332,844,CASE-C,0,2,3,0,REQ,0,6,4,300,01201800 01205820 01205840 01205860 01205880 012098A0
1333,845,CASE-C,0,6,2,0,REQ,0,4,2,300,20021000 20025020 20025040 20029060
1334,846,CASE-C,0,4,3,0,REQ,1,5,3,300,01111400 01115420 01115440 01115460 01119480
1335,847,CASE-C,0,5,6,0,REQ,1,7,5,300,02211C00 02215C20 02215C40 02215C60 02215C80 02215CA0 02219CC0
1336,848,CASE-C,0,1,3,1,RESP,2,3,1,300,01100C01 01104C21 01108C41
1337,849,CASE-C,0,7,1,0,REQ,0,3,1,300,10120C00 10124C20 10128C40
1338,850,CASE-C,0,0,7,1,RESP,2,3,1,300,12000C01 12004C21 12008C41
1339,851,CASE-C,0,3,7,0,REQ,1,5,3,300,12011400 12015420 12015440 12015460 12019480
1340,852,CASE-C,0,2,8,0,REQ,0,4,2,300,22201000 22205020 22205040 22209060
1341,853,CASE-C,0,5,1,1,RESP,3,3,1,300,10210C01 10214C21 10218C41
1342,854,CASE-C,0,4,8,0,REQ,1,7,5,300,22111C00 22115C20 22115C40 22115C60 22115C80 22115CA0 22119CC0
1343,855,CASE-C,0,4,7,0,REQ,0,5,3,300,12111400 12115420 12115440 12115460 12119480
1344,856,CASE-C,0,6,1,0,REQ,0,2,0,300,10020800 10028820
1345,857,CASE-C,0,5,4,0,REQ,1,7,5,300,11211C00 11215C20 11215C40 11215C60 11215C80 11215CA0 11219CC0
1346,858,CASE-C,0,8,5,1,RESP,2,6,4,300,21221801 21225821 21225841 21225861 21225881 212298A1
1347,859,CASE-C,0,5,7,1,RESP,3,5,3,300,12211401 12215421 12215441 12215461 12219481
1348,860,CASE-C,0,6,1,0,REQ,0,4,2,300,10021000 10025020 10025040 10029060
1349,861,CASE-C,0,6,3,1,RESP,2,3,1,300,01020C01 01024C21 01028C41
1350,862,CASE-C,0,4,1,0,REQ,0,5,3,300,10111400 10115420 10115440 10115460 10119480
1351,863,CASE-C,0,1,7,0,REQ,1,5,3,300,12101400 12105420 12105440 12105460 12109480
1352,864,CASE-C,0,4,8,0,REQ,0,4,2,300,22111000 22115020 22115040 22119060
1353,865,CASE-C,0,1,8,1,RESP,2,3,1,300,22100C01 22104C21 22108C41
1354,866,CASE-C,0,5,3,0,REQ,0,5,3,300,01211400 01215420 01215440 01215460 01219480
1355,867,CASE-C,0,1,2,0,REQ,1,2,0,300,20100800 20108820
1356,868,CASE-C,0,8,5,1,RESP,3,5,3,300,21221401 21225421 21225441 21225461 21229481
1357,869,CASE-C,0,6,8,1,RESP,2,4,2,300,22021001 22025021 22025041 22029061
1358,870,CASE-C,0,6,4,0,REQ,1,6,4,300,11021800 11025820 11025840 11025860 11025880 110298A0
1359,871,CASE-C,0,5,6,1,RESP,2,2,0,300,02210801 02218821
1360,872,CASE-C,0,1,2,0,REQ,1,4,2,300,20101000 20105020 20105040 20109060
1361,873,CASE-C,0,5,2,0,REQ,1,2,0,300,20210800 20218820
1362,874,CASE-C,0,2,8,1,RESP,2,6,4,300,22201801 22205821 22205841 22205861 22205881 222098A1
1363,875,CASE-C,0,2,6,1,RESP,2,7,5,300,02201C01 02205C21 02205C41 02205C61 02205C81 02205CA1 02209CC1
1364,876,CASE-C,0,1,2,0,REQ,0,3,1,300,20100C00 20104C20 20108C40
1365,877,CASE-C,0,4,5,0,REQ,1,2,0,300,21110800 21118820
1366,878,CASE-C,0,1,8,0,REQ,1,3,1,300,22100C00 22104C20 22108C40
1367,879,CASE-C,0,6,7,1,RESP,3,7,5,300,12021C01 12025C21 12025C41 12025C61 12025C81 12025CA1 12029CC1
1368,880,CASE-C,0,7,5,1,RESP,3,7,5,300,21121C01 21125C21 21125C41 21125C61 21125C81 21125CA1 21129CC1
1369,881,CASE-C,0,1,6,0,REQ,0,3,1,300,02100C00 02104C20 02108C40
1370,882,CASE-C,0,1,4,1,RESP,2,6,4,300,11101801 11105821 11105841 11105861 11105881 111098A1
1371,883,CASE-C,0,2,6,1,RESP,2,3,1,300,02200C01 02204C21 02208C41
1372,884,CASE-C,0,5,3,1,RESP,2,6,4,300,01211801 01215821 01215841 01215861 01215881 012198A1
1373,885,CASE-C,0,5,8,0,REQ,1,6,4,300,22211800 22215820 22215840 22215860 22215880 222198A0
1374,886,CASE-C,0,8,4,0,REQ,1,4,2,300,11221000 11225020 11225040 11229060
1375,887,CASE-C,0,1,4,0,REQ,0,3,1,300,11100C00 11104C20 11108C40
1376,888,CASE-C,0,4,3,0,REQ,1,6,4,300,01111800 01115820 01115840 01115860 01115880 011198A0
1377,889,CASE-C,0,2,3,0,REQ,0,4,2,300,01201000 01205020 01205040 01209060
1378,890,CASE-C,0,2,8,1,RESP,3,5,3,300,22201401 22205421 22205441 22205461 22209481
1379,891,CASE-C,0,6,2,0,REQ,1,2,0,300,20020800 20028820
1380,892,CASE-C,0,6,0,1,RESP,3,7,5,300,00021C01 00025C21 00025C41 00025C61 00025C81 00025CA1 00029CC1
1381,893,CASE-C,0,5,4,1,RESP,2,4,2,300,11211001 11215021 11215041 11219061
1382,894,CASE-C,0,2,7,0,REQ,1,2,0,300,12200800 12208820
1383,895,CASE-C,0,7,5,0,REQ,1,3,1,300,21120C00 21124C20 21128C40
1384,896,CASE-C,0,5,3,0,REQ,0,6,4,300,01211800 01215820 01215840 01215860 01215880 012198A0
1385,897,CASE-C,0,7,6,0,REQ,1,2,0,300,02120800 02128820
1386,898,CASE-C,0,0,3,0,REQ,1,7,5,300,01001C00 01005C20 01005C40 01005C60 01005C80 01005CA0 01009CC0
1387,899,CASE-C,0,0,1,0,REQ,1,4,2,300,10001000 10005020 10005040 10009060
1388,900,CASE-C,0,2,6,1,RESP,2,6,4,300,02201801 02205821 02205841 02205861 02205881 022098A1
1389,901,CASE-C,0,1,3,0,REQ,1,4,2,300,01101000 01105020 01105040 01109060
1390,902,CASE-C,0,8,4,1,RESP,3,4,2,300,11221001 11225021 11225041 11229061
1391,903,CASE-C,0,3,2,0,REQ,1,3,1,300,20010C00 20014C20 20018C40
1392,904,CASE-C,0,2,6,0,REQ,0,2,0,300,02200800 02208820
1393,905,CASE-C,0,1,6,0,REQ,1,6,4,300,02101800 02105820 02105840 02105860 02105880 021098A0
1394,906,CASE-C,0,8,1,0,REQ,1,2,0,300,10220800 10228820
1395,907,CASE-C,0,3,2,0,REQ,1,5,3,300,20011400 20015420 20015440 20015460 20019480
1396,908,CASE-C,0,3,7,1,RESP,3,2,0,300,12010801 12018821
1397,909,CASE-C,0,6,4,1,RESP,2,6,4,300,11021801 11025821 11025841 11025861 11025881 110298A1
1398,910,CASE-C,0,6,3,0,REQ,0,4,2,300,01021000 01025020 01025040 01029060
1399,911,CASE-C,0,2,8,0,REQ,1,2,0,300,22200800 22208820
1400,912,CASE-C,0,6,0,1,RESP,2,5,3,300,00021401 00025421 00025441 00025461 00029481
1401,913,CASE-C,0,2,6,1,RESP,3,4,2,300,02201001 02205021 02205041 02209061
1402,914,CASE-C,0,8,7,1,RESP,3,6,4,300,12221801 12225821 12225841 12225861 12225881 122298A1
1403,915,CASE-C,0,0,3,1,RESP,2,7,5,300,01001C01 01005C21 01005C41 01005C61 01005C81 01005CA1 01009CC1
1404,916,CASE-C,0,2,1,0,REQ,1,4,2,300,10201000 10205020 10205040 10209060
1405,917,CASE-C,0,5,1,0,REQ,0,4,2,300,10211000 10215020 10215040 10219060
1406,918,CASE-C,0,0,3,1,RESP,2,5,3,300,01001401 01005421 01005441 01005461 01009481
1407,919,CASE-C,0,6,0,1,RESP,2,7,5,300,00021C01 00025C21 00025C41 00025C61 00025C81 00025CA1 00029CC1
1408,920,CASE-C,0,0,3,1,RESP,2,7,5,300,01001C01 01005C21 01005C41 01005C61 01005C81 01005CA1 01009CC1
1409,921,CASE-C,0,1,8,1,RESP,2,2,0,300,22100801 22108821
1410,922,CASE-C,0,2,5,1,RESP,2,5,3,300,21201401 21205421 21205441 21205461 21209481
1411,923,CASE-C,0,2,6,1,RESP,2,3,1,300,02200C01 02204C21 02208C41
1412,924,CASE-C,0,4,1,0,REQ,0,2,0,300,10110800 10118820
1413,925,CASE-C,0,1,4,1,RESP,2,3,1,300,11100C01 11104C21 11108C41
1414,926,CASE-C,0,1,3,1,RESP,2,4,2,300,01101001 01105021 01105041 01109061
1415,927,CASE-C,0,4,2,0,REQ,0,4,2,300,20111000 20115020 20115040 20119060
1416,928,CASE-C,0,5,4,1,RESP,2,6,4,300,11211801 11215821 11215841 11215861 11215881 112198A1
1417,929,CASE-C,0,6,1,0,REQ,0,4,2,300,10021000 10025020 10025040 10029060
1418,930,CASE-C,0,8,7,0,REQ,0,4,2,300,12221000 12225020 12225040 12229060
1419,931,CASE-C,0,1,5,1,RESP,2,6,4,300,21101801 21105821 21105841 21105861 21105881 211098A1
1420,932,CASE-C,0,7,6,1,RESP,2,6,4,300,02121801 02125821 02125841 02125861 02125881 021298A1
1421,933,CASE-C,0,8,1,1,RESP,2,7,5,300,10221C01 10225C21 10225C41 10225C61 10225C81 10225CA1 10229CC1
1422,934,CASE-C,0,7,1,1,RESP,2,2,0,300,10120801 10128821
1423,935,CASE-C,0,4,1,1,RESP,3,5,3,300,10111401 10115421 10115441 10115461 10119481
1424,936,CASE-C,0,8,3,0,REQ,1,7,5,300,01221C00 01225C20 01225C40 01225C60 01225C80 01225CA0 01229CC0
1425,937,CASE-C,0,5,1,1,RESP,2,2,0,300,10210801 10218821
1426,938,CASE-C,0,0,1,0,REQ,0,4,2,300,10001000 10005020 10005040 10009060
1427,939,CASE-C,0,4,5,1,RESP,2,6,4,300,21111801 21115821 21115841 21115861 21115881 211198A1
1428,940,CASE-C,0,0,2,1,RESP,3,2,0,300,20000801 20008821
1429,941,CASE-C,0,8,1,1,RESP,2,3,1,300,10220C01 10224C21 10228C41
1430,942,CASE-C,0,1,7,1,RESP,3,4,2,300,12101001 12105021 12105041 12109061
1431,943,CASE-C,0,1,4,1,RESP,3,4,2,300,11101001 11105021 11105041 11109061
1432,944,CASE-C,0,3,7,0,REQ,1,7,5,300,12011C00 12015C20 12015C40 12015C60 12015C80 12015CA0 12019CC0
1433,945,CASE-C,0,4,7,1,RESP,3,7,5,300,12111C01 12115C21 12115C41 12115C61 12115C81 12115CA1 12119CC1
1434,946,CASE-C,0,2,6,1,RESP,2,5,3,300,02201401 02205421 02205441 02205461 02209481
1435,947,CASE-C,0,3,1,1,RESP,3,5,3,300,10011401 10015421 10015441 10015461 10019481
1436,948,CASE-C,0,6,4,1,RESP,2,7,5,300,11021C01 11025C21 11025C41 11025C61 11025C81 11025CA1 11029CC1
1437,949,CASE-C,0,8,4,1,RESP,3,4,2,300,11221001 11225021 11225041 11229061
1438,950,CASE-C,0,6,8,1,RESP,3,7,5,300,22021C01 22025C21 22025C41 22025C61 22025C81 22025CA1 22029CC1
1439,951,CASE-C,0,2,7,0,REQ,0,5,3,300,12201400 12205420 12205440 12205460 12209480
1440,952,CASE-C,0,7,8,1,RESP,3,3,1,300,22120C01 22124C21 22128C41
1441,953,CASE-C,0,3,0,1,RESP,3,5,3,300,00011401 00015421 00015441 00015461 00019481
1442,954,CASE-C,0,7,2,1,RESP,2,2,0,300,20120801 20128821
1443,955,CASE-C,0,6,4,0,REQ,0,2,0,300,11020800 11028820
1444,956,CASE-C,0,0,2,1,RESP,2,6,4,300,20001801 20005821 20005841 20005861 20005881 200098A1
1445,957,CASE-C,0,7,4,1,RESP,3,5,3,300,11121401 11125421 11125441 11125461 11129481
1446,958,CASE-C,0,5,8,1,RESP,3,5,3,300,22211401 22215421 22215441 22215461 22219481
1447,959,CASE-C,0,7,3,0,REQ,1,2,0,300,01120800 01128820
1448,960,CASE-C,0,0,7,0,REQ,0,6,4,300,12001800 12005820 12005840 12005860 12005880 120098A0
1449,961,CASE-C,0,2,4,0,REQ,1,4,2,300,11201000 11205020 11205040 11209060
1450,962,CASE-C,0,1,7,0,REQ,1,4,2,300,12101000 12105020 12105040 12109060
1451,963,CASE-C,0,5,3,0,REQ,1,3,1,300,01210C00 01214C20 01218C40
1452,964,CASE-C,0,5,1,1,RESP,2,4,2,300,10211001 10215021 10215041 10219061
1453,965,CASE-C,0,8,5,0,REQ,1,6,4,300,21221800 21225820 21225840 21225860 21225880 212298A0
1454,966,CASE-C,0,6,8,1,RESP,3,4,2,300,22021001 22025021 22025041 22029061
1455,967,CASE-C,0,1,2,1,RESP,2,6,4,300,20101801 20105821 20105841 20105861 20105881 201098A1
1456,968,CASE-C,0,3,1,0,REQ,0,5,3,300,10011400 10015420 10015440 10015460 10019480
1457,969,CASE-C,0,3,0,1,RESP,2,6,4,300,00011801 00015821 00015841 00015861 00015881 000198A1
1458,970,CASE-C,0,2,4,0,REQ,1,4,2,300,11201000 11205020 11205040 11209060
1459,971,CASE-C,0,1,2,1,RESP,2,2,0,300,20100801 20108821
1460,972,CASE-C,0,3,1,0,REQ,0,5,3,300,10011400 10015420 10015440 10015460 10019480
1461,973,CASE-C,0,4,1,0,REQ,1,7,5,300,10111C00 10115C20 10115C40 10115C60 10115C80 10115CA0 10119CC0
1462,974,CASE-C,0,7,4,0,REQ,0,3,1,300,11120C00 11124C20 11128C40
1463,975,CASE-C,0,1,2,1,RESP,2,5,3,300,20101401 20105421 20105441 20105461 20109481
1464,976,CASE-C,0,1,6,1,RESP,3,5,3,300,02101401 02105421 02105441 02105461 02109481
1465,977,CASE-C,0,4,5,1,RESP,2,3,1,300,21110C01 21114C21 21118C41
1466,978,CASE-C,0,3,4,0,REQ,0,3,1,300,11010C00 11014C20 11018C40
1467,979,CASE-C,0,5,7,1,RESP,2,7,5,300,12211C01 12215C21 12215C41 12215C61 12215C81 12215CA1 12219CC1
1468,980,CASE-C,0,2,3,0,REQ,0,5,3,300,01201400 01205420 01205440 01205460 01209480
1469,981,CASE-C,0,6,4,0,REQ,0,4,2,300,11021000 11025020 11025040 11029060
1470,982,CASE-C,0,1,2,0,REQ,0,2,0,300,20100800 20108820
1471,983,CASE-C,0,3,8,0,REQ,1,2,0,300,22010800 22018820
1472,984,CASE-C,0,2,4,0,REQ,1,2,0,300,11200800 11208820
1473,985,CASE-C,0,7,5,1,RESP,2,7,5,300,21121C01 21125C21 21125C41 21125C61 21125C81 21125CA1 21129CC1
1474,986,CASE-C,0,0,1,0,REQ,1,4,2,300,10001000 10005020 10005040 10009060
1475,987,CASE-C,0,1,6,0,REQ,0,3,1,300,02100C00 02104C20 02108C40
1476,988,CASE-C,0,2,5,0,REQ,0,3,1,300,21200C00 21204C20 21208C40
1477,989,CASE-C,0,2,3,1,RESP,2,6,4,300,01201801 01205821 01205841 01205861 01205881 012098A1
1478,990,CASE-C,0,8,0,0,REQ,1,5,3,300,00221400 00225420 00225440 00225460 00229480
1479,991,CASE-C,0,4,7,1,RESP,2,2,0,300,12110801 12118821
1480,992,CASE-C,0,4,3,0,REQ,0,4,2,300,01111000 01115020 01115040 01119060
1481,993,CASE-C,0,7,0,1,RESP,2,3,1,300,00120C01 00124C21 00128C41
1482,994,CASE-C,0,8,2,1,RESP,3,3,1,300,20220C01 20224C21 20228C41
1483,995,CASE-C,0,2,4,0,REQ,1,3,1,300,11200C00 11204C20 11208C40
1484,996,CASE-C,0,5,1,1,RESP,3,4,2,300,10211001 10215021 10215041 10219061
1485,997,CASE-C,0,0,7,0,REQ,1,4,2,300,12001000 12005020 12005040 12009060
1486,998,CASE-C,0,4,6,0,REQ,1,6,4,300,02111800 02115820 02115840 02115860 02115880 021198A0
1487,999,CASE-C,0,5,0,0,REQ,0,4,2,300,00211000 00215020 00215040 00219060
